-27.6270137,30.55985776,0
-27.6270137,30.55985776,0
-27.79737314,30.50075027,0
-27.79737314,30.50075027,0
-27.96708653,30.4400959,0
-27.96708653,30.4400959,0
-28.0179696,30.4215654,0
-28.0179696,30.4215654,0
-28.40885676,30.27387844,0
-28.40885676,30.27387844,0
-28.57591288,30.20786754,0
-28.57591288,30.20786754,0
-28.9669688,30.04651406,0
-28.9669688,30.04651406,0
-29.58614726,29.77121621,0
-29.58614726,29.77121621,0
-30.6700297,29.22923764,0
-30.6700297,29.22923764,0
-31.59919778,28.70117798,0
-31.59919778,28.70117798,0
-32.52270337,28.11490315,0
-32.52270337,28.11490315,0
-33.30235498,27.56925332,0
-33.30235498,27.56925332,0
-33.8497758,27.15666767,0
-33.8497758,27.15666767,0
-34.39290076,26.72189773,0
-34.39290076,26.72189773,0
-35.03474183,26.17350501,0
-35.03474183,26.17350501,0
-35.35157165,25.88820945,0
-35.35157165,25.88820945,0
-35.77287638,25.49306221,0
-35.77287638,25.49306221,0
-36.39386135,24.87583015,0
-36.39386135,24.87583015,0
-37.2460592,23.95497878,0
-37.2460592,23.95497878,0
-38.25952388,22.73291072,0
-38.25952388,22.73291072,0
-39.32472775,21.26964553,0
-39.32472775,21.26964553,0
-40.9079376,18.6389729,0
-40.9079376,18.6389729,0
-42.07709643,16.16071769,0
-42.07709643,16.16071769,0
-42.6886515,14.55744804,0
-42.6886515,14.55744804,0
-43.09037676,13.31235278,0
-43.09037676,13.31235278,0
-43.51026706,11.73399315,0
-43.51026706,11.73399315,0
-43.80788747,10.28704197,0
-43.80788747,10.28704197,0
-44.03612563,8.704334064,0
-44.03612563,8.704334064,0
-44.16201214,7.0369378,0
-44.16201214,7.0369378,0
-44.1692045,5.566464358,0
-44.1692045,5.566464358,0
-44.09808071,4.374934752,0
-44.09808071,4.374934752,0
-43.98081132,3.374284756,0
-43.98081132,3.374284756,0
-43.74654597,2.091663557,0
-43.74654597,2.091663557,0
-43.1099643,-0.058780557,0
-43.1099643,-0.058780557,0
-42.34741591,-1.744372546,0
-42.34741591,-1.744372546,0
-41.62053001,-2.941702164,0
-41.62053001,-2.941702164,0
-40.82981708,-3.97095286,0
-40.82981708,-3.97095286,0
-39.80174719,-5.016479251,0
-39.80174719,-5.016479251,0
-38.6007725,-5.92980397,0
-38.6007725,-5.92980397,0
-37.3518955,-6.602584955,0
-37.3518955,-6.602584955,0
-35.99887396,-7.059401154,0
-35.99887396,-7.059401154,0
-34.71416978,-7.249053968,0
-34.71416978,-7.249053968,0
-33.64270569,-7.223380545,0
-33.64270569,-7.223380545,0
-32.5287935,-7.004261925,0
-32.5287935,-7.004261925,0
-31.44848932,-6.574820761,0
-31.44848932,-6.574820761,0
-29.94939818,-5.519324902,0
-29.94939818,-5.519324902,0
-29.30018548,-4.837424451,0
-29.30018548,-4.837424451,0
-28.39640147,-3.566010499,0
